order_id,product_id,category,warehouse_id,season,storage_type,perishable,fragile,on_hand_qty,avg_daily_sales,demand_std,lead_time_days,supplier_score,reorder_point,safety_stock,days_since_last_reorder,last_reorder_date,unit_weight_kg,unit_volume_m3,last_purchase_price,promotion,backorder_count,returns_rate,target_stockout_risk
O00329,P0117,Chemicals,W5,Q4,Shelf,0,0,50.0,0.79,0.19,11.0,60.0,12,3,8,2025-11-06,3.523,0.1897,5.93,0,6,0.037,1
O00670,P0057,Chemicals,W4,Q3,Shelf,0,0,47.0,8.85,3.48,10.0,59.0,140,52,12,2025-11-02,2.852,0.4386,2.99,0,0,0.018,1
O00345,P0139,Hardware,W1,Q3,Pallet,0,0,20.0,2.69,1.32,3.0,95.0,14,6,11,2025-11-03,10.287,0.2356,3.26,0,0,0.026,0
O00712,P0103,Accessories,W5,Q1,Shelf,0,0,43.0,12.99,6.94,6.0,94.0,140,62,1,2025-11-13,23.253,0.2761,1.06,0,1,0.019,1
O00508,P0045,Clothing,W1,Q1,Pallet,0,0,57.0,11.72,4.72,8.0,86.0,151,57,0,2025-11-14,7.86,0.41,1.47,0,0,0.002,0
O00134,P0133,Perishables,W5,Q4,Shelf,1,0,147.0,16.79,3.0,11.0,73.0,235,50,16,2025-10-29,13.835,0.2603,5.08,1,0,0.033,1
O00555,P0177,Electronics,W3,Q4,Pallet,0,1,104.0,11.35,3.95,10.0,83.0,172,59,17,2025-10-28,10.275,0.3963,58.37,0,0,0.007,1
O00312,P0123,Hardware,W2,Q3,Rack,0,0,66.0,4.56,1.53,10.0,73.0,69,23,5,2025-11-09,12.956,0.0426,1.08,0,2,0.011,1
O00759,P0106,Perishables,W2,Q1,Shelf,1,0,72.0,14.78,6.2,8.0,89.0,192,74,12,2025-11-02,11.08,0.3278,0.98,0,0,0.028,1
O00500,P0023,Perishables,W4,Q4,Pallet,1,0,51.0,6.58,0.94,12.0,67.0,96,17,1,2025-11-13,3.683,0.0172,0.96,0,2,0.054,1
O00001,P0164,Electronics,W1,Q3,Rack,0,1,29.0,2.96,1.64,11.0,83.0,60,27,2,2025-11-12,4.626,0.122,0.91,0,0,0.03,1
O00317,P0147,Hardware,W5,Q1,Rack,0,0,12.0,1.43,0.61,2.0,87.0,5,2,7,2025-11-07,13.679,0.0452,6.57,0,1,0.017,0
O00714,P0133,Chemicals,W2,Q2,Rack,0,0,60.0,4.62,0.33,8.0,54.0,41,4,17,2025-10-28,6.111,0.2348,6.0,1,1,0.018,0
O00552,P0013,Perishables,W2,Q3,Shelf,1,0,186.0,31.98,11.59,10.0,99.0,494,174,8,2025-11-06,1.822,0.4461,6.21,0,0,0.048,1
O00804,P0133,Hardware,W3,Q3,Pallet,0,0,28.0,3.49,1.45,5.0,88.0,28,11,2,2025-11-12,2.044,0.0008,0.75,0,1,0.033,0
O00537,P0102,Chemicals,W1,Q2,Rack,0,0,17.0,2.66,1.15,5.0,75.0,22,9,3,2025-11-11,5.363,0.4835,10.51,0,1,0.015,0
O00746,P0074,Clothing,W2,Q3,Pallet,0,0,54.0,5.47,2.91,8.0,68.0,79,35,19,2025-10-26,0.435,0.0541,4.09,0,0,0.016,1
O00846,P0118,Hardware,W4,Q1,Shelf,0,0,107.0,12.51,2.12,10.0,66.0,157,32,7,2025-11-07,15.637,0.3789,3.97,0,2,0.026,1
O00173,P0010,Perishables,W4,Q1,Pallet,1,0,78.0,11.27,7.79,10.0,95.0,230,117,16,2025-10-29,12.974,0.0706,6.42,0,1,0.055,1
O00126,P0104,Perishables,W5,Q4,Rack,1,0,45.0,3.25,2.32,8.0,81.0,54,28,3,2025-11-11,6.52,0.0977,3.32,1,0,0.027,1
O00990,P0035,Clothing,W2,Q3,Rack,0,0,59.0,7.78,3.77,9.0,70.0,121,51,5,2025-11-09,6.371,0.4092,3.86,0,1,0.021,0
O00424,P0050,Clothing,W5,Q4,Rack,0,0,45.0,6.48,3.68,6.0,79.0,72,33,36,2025-10-09,16.601,0.2044,4.97,0,0,0.011,1
O00809,P0010,Chemicals,W5,Q1,Shelf,0,0,53.0,1.41,0.7,8.0,71.0,19,8,18,2025-10-27,18.839,0.328,13.61,1,0,0.018,0
O00912,P0089,Electronics,W5,Q4,Pallet,0,0,57.0,7.75,5.48,10.0,63.0,160,82,6,2025-11-08,15.232,0.3592,1.96,1,0,0.006,1
O00091,P0121,Electronics,W5,Q3,Pallet,0,1,45.0,14.63,6.04,5.0,95.0,118,45,11,2025-11-03,1.09,0.0343,5.52,0,0,0.022,0
O00948,P0048,Electronics,W2,Q3,Shelf,0,1,41.0,8.37,6.21,9.0,72.0,159,84,12,2025-11-02,0.871,0.1188,29.2,0,1,0.023,1
O00182,P0007,Hardware,W1,Q2,Shelf,0,0,166.0,22.89,9.85,11.0,63.0,415,163,0,2025-11-14,0.842,0.212,5.01,0,0,0.029,1
O00275,P0033,Accessories,W5,Q2,Pallet,0,1,25.0,3.8,0.36,12.0,69.0,52,6,2,2025-11-12,1.509,0.1503,0.98,0,1,0.019,1
O00904,P0063,Accessories,W2,Q4,Shelf,0,1,88.0,12.14,6.71,12.0,88.0,267,121,22,2025-10-23,24.276,0.3339,1.8,0,0,0.004,0
O00070,P0168,Perishables,W4,Q4,Shelf,1,0,102.0,9.26,4.71,13.0,79.0,212,92,4,2025-11-10,14.844,0.0822,2.02,0,0,0.027,1
O00292,P0068,Chemicals,W3,Q3,Shelf,0,0,8.0,2.24,0.01,10.0,79.0,22,0,20,2025-10-25,16.571,0.3132,37.85,0,0,0.014,1
O00132,P0103,Accessories,W1,Q1,Shelf,0,1,22.0,0.98,0.4,8.0,81.0,13,5,15,2025-10-30,17.692,0.0256,4.42,1,0,0.004,0
O00301,P0199,Accessories,W5,Q1,Pallet,0,0,36.0,4.2,1.06,9.0,83.0,52,14,34,2025-10-11,11.349,0.4729,1.05,0,0,0.031,0
O00933,P0067,Chemicals,W2,Q2,Shelf,0,0,40.0,1.31,0.28,9.0,78.0,16,4,9,2025-11-05,3.64,0.2401,4.64,0,1,0.015,0
O00327,P0104,Chemicals,W5,Q3,Rack,0,0,68.0,4.56,2.92,7.0,74.0,63,31,1,2025-11-13,4.899,0.4212,12.03,1,0,0.022,0
O00145,P0098,Clothing,W2,Q1,Shelf,0,0,36.0,5.31,2.14,9.0,80.0,77,29,6,2025-11-08,17.972,0.124,8.28,0,0,0.032,1
O00498,P0071,Perishables,W4,Q1,Pallet,1,0,66.0,10.33,4.56,6.0,73.0,103,41,7,2025-11-07,13.331,0.0384,1.46,0,1,0.039,0
O00678,P0194,Accessories,W2,Q2,Shelf,0,1,48.0,5.3,2.05,7.0,86.0,59,22,1,2025-11-13,9.364,0.2091,2.25,0,0,0.026,1
O00951,P0068,Hardware,W4,Q4,Pallet,0,0,33.0,6.86,3.9,6.0,98.0,76,35,5,2025-11-09,1.575,0.4224,7.26,0,1,0.025,1
O00136,P0162,Accessories,W2,Q2,Rack,0,1,9.0,2.86,1.05,6.0,90.0,26,9,1,2025-11-13,17.84,0.3334,5.79,0,3,0.014,1
O00782,P0082,Accessories,W3,Q2,Shelf,0,1,40.0,5.05,1.35,7.0,60.0,49,14,4,2025-11-10,5.798,0.2899,4.17,0,4,0.031,1
O00165,P0076,Perishables,W4,Q2,Pallet,1,0,53.0,10.17,0.16,12.0,62.0,125,3,26,2025-10-19,2.68,0.3823,11.02,0,1,0.03,1
O00029,P0019,Chemicals,W1,Q1,Pallet,0,0,6.0,0.58,0.32,8.0,84.0,9,4,29,2025-10-16,2.976,0.4633,1.89,0,0,0.019,0
O00961,P0077,Chemicals,W4,Q3,Pallet,0,0,56.0,5.17,1.61,9.0,61.0,69,22,0,2025-11-14,1.974,0.1456,3.76,1,1,0.01,1
O00194,P0109,Chemicals,W1,Q3,Shelf,0,0,66.0,7.29,3.05,9.0,68.0,107,41,9,2025-11-05,13.583,0.1591,9.04,1,4,0.029,1
O00962,P0162,Clothing,W2,Q1,Pallet,0,0,29.0,4.46,1.1,9.0,100.0,55,15,3,2025-11-11,2.052,0.4697,8.65,1,1,0.022,1
O00644,P0048,Accessories,W1,Q2,Rack,0,1,36.0,0.32,0.22,8.0,74.0,6,3,7,2025-11-07,6.818,0.3077,2.55,0,1,0.019,0
O00170,P0173,Perishables,W5,Q3,Shelf,1,0,40.0,11.08,7.68,7.0,100.0,159,81,12,2025-11-02,13.415,0.4181,6.03,0,2,0.051,1
O00986,P0152,Accessories,W3,Q2,Shelf,0,0,55.0,7.86,4.57,8.0,71.0,118,55,4,2025-11-10,8.614,0.4084,2.63,0,1,0.025,1
O00141,P0130,Perishables,W1,Q3,Shelf,1,0,79.0,16.26,3.81,7.0,86.0,154,40,2,2025-11-12,12.128,0.3738,1.56,0,4,0.04,1
O00174,P0035,Clothing,W4,Q4,Shelf,0,0,74.0,6.52,3.63,11.0,85.0,132,60,1,2025-11-13,11.874,0.3583,3.49,0,0,0.014,1
O00007,P0089,Accessories,W3,Q4,Pallet,0,0,34.0,5.72,2.68,3.0,82.0,29,12,6,2025-11-08,7.557,0.1428,2.95,1,0,0.016,0
O00897,P0172,Accessories,W1,Q2,Shelf,0,1,47.0,0.75,0.39,7.0,88.0,9,4,18,2025-10-27,12.114,0.4164,6.47,0,0,0.023,0
O00482,P0108,Clothing,W1,Q3,Pallet,0,0,110.0,19.61,6.83,10.0,78.0,298,102,1,2025-11-13,23.202,0.2273,5.45,1,1,0.04,1
O00074,P0107,Chemicals,W5,Q4,Pallet,0,0,50.0,6.14,2.83,6.0,86.0,62,25,21,2025-10-24,8.107,0.1639,4.04,0,1,0.027,1
O00690,P0152,Hardware,W2,Q1,Rack,0,0,40.0,2.77,0.53,8.0,67.0,28,6,6,2025-11-08,5.16,0.1511,1.88,0,0,0.027,0
O00584,P0104,Electronics,W2,Q2,Pallet,0,1,37.0,8.42,0.27,8.0,81.0,70,3,2,2025-11-12,0.808,0.1737,9.29,0,0,0.036,1
O00239,P0057,Clothing,W3,Q4,Pallet,0,0,33.0,7.76,4.67,6.0,81.0,89,42,2,2025-11-12,22.44,0.1285,1.86,0,1,0.016,0
O00146,P0152,Perishables,W1,Q1,Shelf,1,0,110.0,11.85,6.83,12.0,67.0,265,123,5,2025-11-09,0.778,0.2407,1.89,0,1,0.032,1
O00800,P0087,Chemicals,W2,Q4,Rack,0,0,26.0,1.08,0.01,11.0,76.0,12,0,2,2025-11-12,11.656,0.3932,3.79,0,2,0.031,0
O00235,P0200,Clothing,W5,Q4,Rack,0,0,74.0,11.35,2.09,11.0,73.0,159,34,13,2025-11-01,15.272,0.2443,1.98,0,0,0.014,1
O00221,P0016,Clothing,W1,Q1,Shelf,0,0,34.0,2.2,1.24,4.0,78.0,16,7,0,2025-11-14,19.175,0.3512,7.24,0,0,0.008,0
O00479,P0195,Hardware,W2,Q4,Pallet,0,0,51.0,11.17,6.09,8.0,90.0,162,73,32,2025-10-13,20.521,0.427,1.76,0,0,0.012,1
O00719,P0148,Electronics,W3,Q4,Pallet,0,0,37.0,1.48,1.25,6.0,78.0,20,11,22,2025-10-23,24.958,0.0729,20.16,1,2,0.033,0
O00133,P0198,Clothing,W5,Q4,Pallet,0,0,70.0,9.59,3.46,10.0,73.0,148,52,2,2025-11-12,16.03,0.4895,0.72,1,1,0.032,1
O00508,P0045,Clothing,W1,Q1,Pallet,0,0,57.0,11.72,4.72,8.0,86.0,151,57,0,2025-11-14,7.86,0.41,1.47,0,0,0.002,0
O00985,P0008,Clothing,W5,Q1,Pallet,0,0,52.0,11.26,4.27,7.0,83.0,124,45,12,2025-11-02,17.134,0.258,1.09,0,0,0.03,0
O00186,P0123,Clothing,W4,Q1,Rack,0,0,41.0,3.32,1.45,9.0,76.0,50,20,3,2025-11-11,12.221,0.0416,23.44,0,0,0.029,0
O00042,P0153,Electronics,W5,Q4,Pallet,0,0,76.0,8.68,4.95,7.0,90.0,113,52,4,2025-11-10,18.451,0.1811,1.15,0,0,0.009,0
O00617,P0075,Accessories,W5,Q1,Shelf,0,1,51.0,7.73,5.81,11.0,79.0,181,96,13,2025-11-01,3.22,0.0524,11.73,0,1,0.018,1
O00109,P0079,Perishables,W2,Q2,Pallet,1,0,51.0,6.31,2.78,9.0,84.0,95,38,1,2025-11-13,22.054,0.214,7.03,1,2,0.066,1
O00595,P0026,Perishables,W2,Q3,Shelf,1,0,119.0,12.81,0.01,13.0,84.0,167,0,8,2025-11-06,5.836,0.0238,1.61,0,1,0.03,1
O00057,P0046,Clothing,W1,Q3,Pallet,0,0,76.0,4.16,2.85,11.0,73.0,93,47,16,2025-10-29,5.65,0.1123,1.72,0,0,0.035,1
O00409,P0080,Perishables,W4,Q4,Pallet,1,0,65.0,12.3,4.0,7.0,84.0,128,42,28,2025-10-17,22.653,0.2836,1.0,0,0,0.025,0
O00446,P0065,Electronics,W3,Q2,Rack,0,1,44.0,1.15,0.22,8.0,71.0,12,3,17,2025-10-28,4.305,0.359,30.79,0,1,0.049,0
O00568,P0143,Hardware,W3,Q4,Pallet,0,0,28.0,6.06,3.01,6.0,71.0,63,27,1,2025-11-13,20.839,0.353,8.22,0,0,0.023,1
O00869,P0162,Accessories,W1,Q3,Shelf,0,1,25.0,2.16,0.71,8.0,83.0,26,9,21,2025-10-24,7.586,0.3571,1.09,0,1,0.013,0
O00025,P0018,Accessories,W2,Q4,Pallet,0,0,84.0,17.39,2.24,9.0,71.0,187,30,0,2025-11-14,24.361,0.4931,3.57,0,0,0.039,1
O00421,P0148,Clothing,W4,Q4,Pallet,0,0,49.0,2.36,0.98,8.0,87.0,31,12,12,2025-11-02,0.828,0.4352,5.92,0,0,0.026,0
O00450,P0099,Electronics,W1,Q3,Pallet,0,1,40.0,5.23,3.11,7.0,86.0,70,33,0,2025-11-14,10.261,0.116,2.99,0,2,0.035,1
O00536,P0138,Chemicals,W4,Q2,Rack,0,0,43.0,3.32,1.69,9.0,78.0,53,23,0,2025-11-14,13.592,0.3627,20.45,0,1,0.02,1
O00779,P0122,Chemicals,W5,Q3,Pallet,0,0,66.0,2.2,0.85,11.0,79.0,38,14,5,2025-11-09,15.506,0.37,3.71,1,1,0.021,0
O00369,P0002,Accessories,W5,Q1,Shelf,0,1,55.0,3.11,1.94,8.0,71.0,48,23,4,2025-11-10,18.704,0.2756,2.75,0,3,0.014,0
O00935,P0198,Clothing,W2,Q4,Rack,0,0,77.0,5.13,2.5,10.0,70.0,89,38,9,2025-11-05,4.308,0.156,1.19,0,0,0.015,1
O00339,P0139,Hardware,W3,Q2,Pallet,0,0,52.0,4.75,1.88,12.0,89.0,91,34,18,2025-10-27,24.921,0.2155,4.07,0,0,0.006,1
O00052,P0068,Hardware,W4,Q4,Rack,0,0,98.0,12.1,0.82,8.0,90.0,107,10,12,2025-11-02,23.135,0.0907,5.23,1,0,0.021,1
O00716,P0091,Chemicals,W4,Q2,Shelf,0,0,60.0,3.25,0.35,13.0,48.0,49,7,0,2025-11-14,18.673,0.2636,5.45,1,2,0.025,1
O00520,P0178,Electronics,W3,Q1,Shelf,0,0,70.0,13.74,6.02,8.0,79.0,182,72,18,2025-10-27,0.056,0.0677,2.95,0,0,0.026,0
O00929,P0149,Hardware,W5,Q3,Pallet,0,0,69.0,7.56,0.01,6.0,100.0,45,0,3,2025-11-11,13.09,0.1728,0.51,0,0,0.022,0
O00639,P0020,Hardware,W2,Q1,Rack,0,0,46.0,3.67,0.95,11.0,76.0,56,16,19,2025-10-26,15.054,0.4804,1.23,1,0,0.025,1
O00265,P0030,Electronics,W2,Q4,Shelf,0,0,114.0,17.99,1.81,10.0,92.0,207,27,8,2025-11-06,4.841,0.2668,21.98,0,0,0.036,1
O00542,P0038,Accessories,W5,Q1,Rack,0,0,42.0,2.95,1.55,8.0,90.0,43,19,1,2025-11-13,19.67,0.1254,10.3,0,0,0.029,0
O00718,P0090,Perishables,W3,Q2,Pallet,1,0,44.0,3.47,0.64,9.0,76.0,40,9,21,2025-10-24,8.185,0.0672,4.87,0,0,0.035,0
O00689,P0042,Chemicals,W4,Q2,Pallet,0,0,43.0,6.24,2.65,12.0,53.0,123,48,19,2025-10-26,3.654,0.2723,8.26,0,4,0.025,1
O00590,P0027,Accessories,W5,Q3,Pallet,0,1,15.0,2.91,1.28,7.0,78.0,33,13,12,2025-11-02,23.572,0.1339,3.02,0,0,0.025,1
O00523,P0009,Perishables,W1,Q3,Shelf,1,0,94.0,15.6,1.73,11.0,88.0,201,29,7,2025-11-07,12.32,0.2829,1.69,1,1,0.043,1
O00451,P0199,Hardware,W2,Q1,Pallet,0,0,42.0,2.11,1.55,4.0,74.0,17,9,2,2025-11-12,10.348,0.1143,0.63,0,0,0.032,0
O00019,P0120,Accessories,W3,Q1,Rack,0,0,24.0,6.75,3.85,7.0,75.0,87,40,9,2025-11-05,21.943,0.3677,1.64,0,0,0.029,1
O00723,P0018,Clothing,W2,Q2,Rack,0,0,31.0,2.98,0.75,6.0,85.0,25,7,1,2025-11-13,19.644,0.0615,1.75,0,0,0.014,0
O00487,P0052,Hardware,W5,Q2,Pallet,0,0,68.0,14.35,3.13,10.0,80.0,190,47,3,2025-11-11,8.779,0.3543,5.42,0,0,0.0,1
O00573,P0039,Hardware,W2,Q4,Shelf,0,0,63.0,3.24,1.57,14.0,76.0,78,33,9,2025-11-05,10.324,0.2372,6.8,0,0,0.017,1
O00437,P0064,Chemicals,W4,Q2,Shelf,0,0,78.0,5.72,1.99,14.0,41.0,122,42,1,2025-11-13,8.763,0.1987,11.15,0,1,0.036,1
O00368,P0117,Perishables,W1,Q4,Rack,1,0,63.0,4.33,2.36,11.0,72.0,87,39,0,2025-11-14,4.71,0.4157,1.57,0,0,0.052,1
O00084,P0198,Accessories,W1,Q4,Rack,0,1,56.0,6.94,1.8,7.0,69.0,68,19,3,2025-11-11,9.955,0.2239,2.25,0,3,0.021,1
O00062,P0138,Perishables,W1,Q3,Pallet,1,0,46.0,7.4,3.92,11.0,67.0,146,65,11,2025-11-03,16.38,0.137,5.99,0,1,0.047,1
O00441,P0163,Chemicals,W3,Q4,Pallet,0,0,20.0,2.48,0.7,6.0,69.0,21,6,15,2025-10-30,13.483,0.0579,4.78,0,1,0.038,1
O00273,P0185,Clothing,W5,Q4,Shelf,0,0,92.0,10.9,4.71,8.0,80.0,144,57,28,2025-10-17,16.932,0.182,2.48,1,0,0.022,1
O00286,P0095,Accessories,W5,Q3,Pallet,0,1,26.0,3.64,2.98,9.0,79.0,73,40,9,2025-11-05,2.26,0.3386,0.81,0,0,0.035,1
O00361,P0145,Hardware,W2,Q3,Pallet,0,0,46.0,3.5,2.04,7.0,82.0,46,21,2,2025-11-12,19.231,0.1332,1.96,0,1,0.016,0
O00355,P0172,Accessories,W2,Q2,Shelf,0,0,28.0,3.03,0.6,7.0,92.0,27,6,3,2025-11-11,19.831,0.4529,1.24,0,1,0.017,0
O00653,P0019,Chemicals,W2,Q4,Pallet,0,0,46.0,2.65,1.21,1.0,76.0,5,2,14,2025-10-31,9.049,0.4793,14.76,0,2,0.009,0
O00279,P0129,Chemicals,W2,Q2,Rack,0,0,20.0,2.17,1.08,9.0,65.0,35,15,2,2025-11-12,0.826,0.0114,5.04,0,2,0.024,1
O00013,P0197,Electronics,W2,Q3,Pallet,0,1,26.0,8.13,3.5,7.0,80.0,94,37,20,2025-10-25,18.532,0.2789,3.43,0,0,0.034,1
O00183,P0045,Perishables,W1,Q4,Pallet,1,0,65.0,5.58,2.47,10.0,86.0,93,37,16,2025-10-29,24.931,0.0155,3.33,1,1,0.048,1
O00369,P0002,Accessories,W5,Q1,Shelf,0,1,55.0,3.11,1.94,8.0,71.0,48,23,4,2025-11-10,18.704,0.2756,2.75,0,3,0.014,0
O00496,P0119,Electronics,W2,Q4,Rack,0,0,58.0,10.28,4.17,7.0,93.0,116,44,11,2025-11-03,22.106,0.0831,15.1,0,4,0.028,1
O00622,P0189,Electronics,W5,Q4,Shelf,0,0,97.0,9.25,6.31,9.0,82.0,168,85,4,2025-11-10,23.402,0.0662,5.77,0,0,0.034,0
O00224,P0086,Electronics,W3,Q4,Pallet,0,1,56.0,2.36,1.97,7.0,85.0,38,21,1,2025-11-13,10.848,0.2384,19.15,0,0,0.032,0
O00811,P0059,Chemicals,W5,Q4,Pallet,0,0,40.0,5.56,1.83,12.0,73.0,100,33,1,2025-11-13,8.036,0.2417,12.95,0,0,0.032,1
O00706,P0143,Clothing,W3,Q3,Shelf,0,0,102.0,13.88,2.46,10.0,67.0,176,37,2,2025-11-12,22.23,0.0279,3.84,0,0,0.009,1
O00507,P0146,Accessories,W2,Q2,Rack,0,0,42.0,7.61,1.69,6.0,84.0,61,15,13,2025-11-01,1.236,0.11,5.88,0,0,0.027,0
O00550,P0041,Electronics,W3,Q4,Rack,0,1,57.0,5.66,0.59,10.0,72.0,66,9,2,2025-11-12,3.486,0.245,17.22,0,0,0.045,1
O00589,P0026,Chemicals,W5,Q2,Shelf,0,0,50.0,4.79,0.42,12.0,69.0,65,8,4,2025-11-10,2.865,0.3553,5.61,0,1,0.021,1
O00819,P0109,Perishables,W3,Q3,Pallet,1,0,82.0,10.83,4.25,12.0,91.0,206,76,0,2025-11-14,8.754,0.4025,8.25,0,4,0.047,1
O00177,P0176,Perishables,W5,Q3,Rack,1,0,39.0,7.14,0.62,11.0,79.0,89,10,21,2025-10-24,8.166,0.4505,1.87,0,0,0.046,1
O00741,P0013,Clothing,W1,Q2,Rack,0,0,,,0.75,,,71,10,26,2025-10-19,3.695,0.3164,1.26,0,0,0.022,1
O00634,P0027,Accessories,W5,Q4,Pallet,0,1,75.0,3.63,1.33,12.0,65.0,68,24,5,2025-11-09,24.582,0.4043,7.07,0,0,0.011,0
O00592,P0076,Hardware,W1,Q4,Rack,0,0,29.0,4.54,3.34,5.0,88.0,48,25,2,2025-11-12,23.32,0.1326,1.89,0,0,0.021,0
O00591,P0156,Hardware,W3,Q2,Rack,0,0,30.0,1.74,0.72,10.0,84.0,28,11,4,2025-11-10,9.059,0.4262,10.92,0,2,0.024,0
O00394,P0078,Electronics,W4,Q4,Shelf,0,0,25.0,1.15,0.7,8.0,83.0,17,8,11,2025-11-03,10.551,0.3846,20.21,0,0,0.024,0
O00164,P0080,Clothing,W1,Q3,Rack,0,0,65.0,5.15,2.37,6.0,72.0,52,21,9,2025-11-05,6.247,0.3529,4.84,0,0,0.04,0
O00249,P0100,Perishables,W3,Q1,Rack,1,0,54.0,7.46,0.76,8.0,78.0,69,9,1,2025-11-13,0.938,0.4972,7.41,0,0,0.036,1
O00708,P0042,Electronics,W2,Q4,Rack,0,0,58.0,4.74,1.19,11.0,74.0,72,20,27,2025-10-18,7.311,0.2084,14.65,0,0,0.019,1
O00894,P0157,Perishables,W5,Q1,Shelf,1,0,77.0,13.76,2.7,11.0,89.0,196,45,1,2025-11-13,16.421,0.3956,3.79,1,1,0.039,1
O00676,P0094,Clothing,W2,Q3,Rack,0,0,30.0,5.04,1.94,8.0,85.0,63,23,8,2025-11-06,1.498,0.3483,7.77,0,0,0.024,1
O00376,P0085,Accessories,W1,Q1,Rack,0,1,57.0,4.55,2.25,6.0,81.0,47,20,20,2025-10-25,15.675,0.3347,3.6,0,0,0.015,0
O00413,P0119,Hardware,W4,Q2,Rack,0,0,18.0,3.85,0.28,6.0,85.0,26,3,16,2025-10-29,11.066,0.2456,3.95,0,0,0.028,1
O00075,P0038,Chemicals,W1,Q4,Pallet,0,0,21.0,2.91,0.21,6.0,71.0,19,2,11,2025-11-03,12.405,0.232,16.21,0,0,0.017,0
O00114,P0004,Accessories,W3,Q4,Shelf,0,1,33.0,5.41,2.72,7.0,87.0,67,29,0,2025-11-14,24.072,0.3635,2.21,0,0,0.015,1
O00579,P0004,Perishables,W5,Q1,Pallet,1,0,57.0,1.84,0.91,10.0,88.0,32,14,23,2025-10-22,12.138,0.2304,1.09,1,0,0.042,0
O00939,P0136,Clothing,W1,Q4,Shelf,0,0,,,9.11,,,217,109,0,2025-11-14,11.817,0.2146,0.99,0,0,0.019,0
O00391,P0078,Perishables,W4,Q1,Pallet,1,0,30.0,5.17,0.64,8.0,86.0,49,8,1,2025-11-13,7.775,0.332,0.64,0,1,0.026,1
O00105,P0022,Hardware,W4,Q2,Shelf,0,0,74.0,10.69,5.76,8.0,100.0,155,69,7,2025-11-07,2.089,0.2294,0.99,0,2,0.019,0
O00115,P0065,Clothing,W1,Q4,Pallet,0,0,61.0,8.38,2.77,8.0,73.0,100,33,3,2025-11-11,7.533,0.3717,3.83,1,0,0.029,1
O00418,P0091,Clothing,W5,Q3,Pallet,0,0,90.0,8.75,4.38,11.0,77.0,168,72,3,2025-11-11,7.905,0.0588,3.85,0,0,0.018,1
O00594,P0029,Accessories,W4,Q1,Pallet,0,0,20.0,3.46,0.63,8.0,96.0,36,8,5,2025-11-09,4.982,0.2745,2.46,0,0,0.016,1
O00458,P0019,Accessories,W1,Q3,Shelf,0,1,55.0,5.7,2.73,7.0,74.0,69,29,1,2025-11-13,24.344,0.1157,0.73,0,1,0.031,0
O00410,P0113,Chemicals,W4,Q1,Shelf,0,0,47.0,8.75,1.15,5.0,77.0,53,9,6,2025-11-08,12.13,0.3461,5.38,1,0,0.022,1
O00093,P0033,Clothing,W1,Q2,Rack,0,0,53.0,4.78,3.08,10.0,77.0,94,46,34,2025-10-11,19.978,0.1468,2.85,0,0,0.023,1
O00569,P0186,Accessories,W2,Q3,Rack,0,0,40.0,4.14,3.25,10.0,52.0,90,49,2,2025-11-12,3.084,0.182,2.82,0,4,0.003,1
O00090,P0084,Perishables,W4,Q4,Shelf,1,0,128.0,23.59,6.28,9.0,94.0,297,85,2,2025-11-12,21.03,0.0197,6.25,0,1,0.054,1
O00337,P0105,Hardware,W2,Q4,Rack,0,0,36.0,1.61,0.37,11.0,71.0,24,6,21,2025-10-24,8.26,0.1576,3.02,0,0,0.029,0
O00999,P0188,Clothing,W2,Q3,Pallet,0,0,22.0,2.02,0.42,6.0,88.0,16,4,20,2025-10-25,20.569,0.062,8.15,0,0,0.032,0
O00930,P0074,Clothing,W1,Q1,Pallet,0,0,80.0,7.4,1.63,11.0,64.0,108,27,6,2025-11-08,11.23,0.4867,2.76,0,2,0.009,1
O00942,P0150,Clothing,W4,Q2,Rack,0,0,60.0,3.47,0.94,6.0,71.0,29,8,10,2025-11-04,4.772,0.267,3.42,0,1,0.0,0
O00612,P0027,Clothing,W4,Q1,Pallet,0,0,10.0,1.1,0.4,4.0,83.0,6,2,4,2025-11-10,15.362,0.312,0.37,0,2,0.015,0
O00600,P0099,Chemicals,W4,Q2,Shelf,0,0,13.0,2.82,1.34,6.0,79.0,29,12,5,2025-11-09,6.135,0.4628,21.68,0,0,0.014,0
O00618,P0184,Chemicals,W4,Q3,Pallet,0,0,52.0,5.22,3.17,6.0,84.0,60,29,3,2025-11-11,19.699,0.4071,7.92,0,2,0.01,1
O00095,P0080,Electronics,W5,Q3,Pallet,0,0,75.0,10.4,2.47,10.0,74.0,141,37,13,2025-11-01,19.422,0.2626,8.54,0,2,0.007,1
O00012,P0042,Clothing,W4,Q2,Shelf,0,0,75.0,6.21,2.54,11.0,70.0,110,42,26,2025-10-19,10.733,0.4833,2.44,0,3,0.016,1
O00397,P0075,Chemicals,W4,Q2,Rack,0,0,26.0,0.88,0.48,8.0,71.0,13,6,2,2025-11-12,10.178,0.2645,4.84,0,1,0.012,0
O00874,P0066,Electronics,W3,Q3,Shelf,0,0,67.0,12.27,3.24,11.0,93.0,188,53,9,2025-11-05,24.966,0.0808,1.34,0,0,0.023,1
O00044,P0166,Perishables,W4,Q1,Shelf,1,0,17.0,6.53,0.99,5.0,95.0,40,7,2,2025-11-12,21.552,0.4731,0.88,0,1,0.032,1
