product_id,product_name,supplier,category,warehouse_location,date_added,discontinued,price_USD,stock_level,weight_kg,length_cm,width_cm,height_cm,demand_30,demand_365,lead_time_days,return_rate_pct,defect_rate_pct,shelf_life_days
P0010,Product_P0010,Supplier_3,Tools,West,2023-06-17,1,11.88,33,0.01,1.0,0.5,0.2,0,8,3,0.0,0.0,21
P0009,Product_P0009,Supplier_4,Food,Center,2024-07-15,0,11.04,30,0.01,1.21,0.5,0.2,0,0,4,1.239,0.033,11
P0012,Product_P0012,Supplier_7,Home,Center,2024-01-21,0,24.93,61,0.529,7.87,3.51,3.12,14,76,5,0.207,0.141,44
P0033,Product_P0033,Supplier_15,Electronics,North,2023-01-05,0,10.41,22,0.01,1.0,0.5,0.2,0,14,5,2.356,0.726,10
P0032,Product_P0032,Supplier_11,Tools,West,2023-04-09,1,41.47,80,1.931,19.21,10.91,6.58,30,95,2,0.167,0.238,66
P0034,Product_P0034,Supplier_18,Tools,Center,2023-01-02,0,34.3,63,1.111,13.87,6.45,4.37,23,89,2,0.427,0.123,54
P0019,Product_P0019,Supplier_12,Food,South,2023-12-15,1,12.63,46,0.01,1.0,0.95,0.31,0,14,3,0.693,0.062,19
P0033,Product_P0033,Supplier_4,Health,North,2023-02-04,0,1.0,29,0.01,1.0,0.5,0.2,0,0,4,0.0,0.0,5
P0048,Product_P0048,Supplier_11,Electronics,Center,2024-05-20,0,31.7,79,1.064,14.37,7.81,3.87,26,92,3,0.0,0.0,58
P0016,Product_P0016,Supplier_6,Clothing,West,2023-11-27,0,23.88,34,0.55,7.01,3.68,1.24,6,55,2,1.047,0.697,23
P0050,Product_P0050,Supplier_19,Clothing,South,2022-06-24,0,34.31,74,0.993,16.45,7.36,4.67,15,101,2,0.606,0.017,51
P0050,Product_P0050,Supplier_18,Health,West,2023-01-08,0,1.0,22,0.01,1.0,0.5,0.2,0,0,3,0.0,0.0,1
P0023,Product_P0023,Supplier_15,Health,West,2022-09-23,0,16.06,36,0.01,2.32,1.05,0.2,0,11,4,0.376,0.144,22
P0026,Product_P0026,Supplier_3,Food,West,2023-04-14,0,22.2,48,0.417,6.96,4.2,0.74,12,49,3,1.394,0.768,24
P0045,Product_P0045,Supplier_17,Tools,East,2023-09-12,0,23.19,49,0.52,6.3,2.89,1.58,8,38,4,0.664,0.591,41
P0054,Product_P0054,Supplier_1,Electronics,South,2023-09-01,0,17.7,35,0.093,1.65,2.57,0.99,0,45,1,0.574,0.524,21
P0044,Product_P0044,Supplier_2,Home,West,2024-06-24,0,26.72,63,0.909,11.95,1.37,3.68,15,85,3,0.0,0.149,43
P0041,Product_P0041,Supplier_19,Clothing,East,2022-08-16,0,2.52,30,0.01,1.0,0.5,0.2,0,0,3,0.0,0.0,10
P0037,Product_P0037,Supplier_9,Food,North,2025-02-09,0,22.37,48,0.479,7.96,1.04,1.49,5,88,3,0.977,0.534,26
P0009,Product_P0009,Supplier_8,Clothing,East,2023-02-16,0,21.43,52,0.155,1.63,1.46,0.78,9,47,2,1.197,0.0,31
P0030,Product_P0030,Supplier_12,Food,North,2022-12-27,0,26.53,65,0.691,11.02,4.22,3.42,12,104,1,0.687,0.268,47
P0013,Product_P0013,Supplier_15,Tools,East,2024-04-02,0,31.67,54,1.318,15.19,6.98,4.22,19,85,5,0.985,0.789,43
P0048,Product_P0048,Supplier_7,Food,West,2024-08-24,0,8.36,27,0.01,1.0,0.5,0.2,0,0,3,0.925,0.38,9
P0060,Product_P0060,Supplier_16,Electronics,East,2023-03-31,0,1.17,20,0.01,1.0,0.5,0.2,0,0,3,1.247,0.125,1
P0042,Product_P0042,Supplier_7,Electronics,East,2024-06-15,0,37.91,67,2.064,19.92,11.3,6.33,28,140,4,2.666,0.821,58
P0016,Product_P0016,Supplier_20,Electronics,West,2024-11-26,0,22.54,54,0.451,11.08,2.2,0.48,8,61,4,0.0,0.0,31
P0046,Product_P0046,Supplier_12,Food,North,2024-07-09,0,14.76,38,0.01,1.0,0.5,0.2,0,9,3,1.624,0.381,21
P0057,Product_P0057,Supplier_17,Electronics,West,2022-02-11,0,39.28,73,1.508,19.08,9.75,7.09,31,127,3,0.0,0.0,56
P0002,Product_P0002,Supplier_11,Food,South,2024-09-19,0,19.33,41,0.675,4.59,3.01,1.88,8,48,3,0.124,0.545,30
P0031,Product_P0031,Supplier_4,Home,East,2024-07-18,0,38.28,61,1.844,17.15,9.07,5.91,29,118,5,1.636,0.968,52
P0060,Product_P0060,Supplier_19,Tools,South,2024-03-14,0,18.77,43,0.344,5.96,2.33,1.43,7,75,3,1.19,0.049,31
P0057,Product_P0057,Supplier_2,Health,West,2024-07-01,1,48.59,81,2.163,21.6,13.29,7.87,39,162,2,0.306,0.484,74
P0051,Product_P0051,Supplier_2,Clothing,West,2025-03-21,0,42.86,68,2.048,20.95,13.2,7.39,34,160,2,1.262,0.476,62
P0043,Product_P0043,Supplier_17,Home,Center,2023-06-02,0,17.76,52,0.124,1.0,0.5,0.2,0,29,2,0.0,0.003,32
P0019,Product_P0019,Supplier_9,Home,South,2022-03-22,0,30.55,68,0.998,13.32,4.81,3.3,16,84,4,0.0,0.0,45
P0060,Product_P0060,Supplier_1,Health,Center,2023-07-08,0,22.98,63,0.485,4.69,4.71,2.75,8,49,2,0.444,0.0,46
P0011,Product_P0011,Supplier_10,Tools,South,2022-02-25,0,28.92,82,1.199,13.49,6.44,3.47,20,92,2,0.0,0.0,53
P0014,Product_P0014,Supplier_15,Clothing,Center,2022-12-20,0,15.22,32,0.01,1.0,0.64,0.2,0,0,3,1.413,0.886,12
P0047,Product_P0047,Supplier_15,Tools,Center,2023-12-06,0,23.65,65,0.921,6.16,3.02,1.64,10,62,3,0.0,0.0,44
P0025,Product_P0025,Supplier_2,Home,South,2023-01-07,0,32.39,64,1.476,13.47,4.89,2.41,22,99,3,0.0,0.035,49
P0007,Product_P0007,Supplier_14,Home,West,2024-04-02,0,1.0,14,0.01,1.0,0.5,0.2,0,0,3,0.327,0.289,1
P0015,Product_P0015,Supplier_4,Clothing,North,2024-09-13,0,4.15,27,0.01,1.0,0.5,0.2,0,0,4,0.325,0.014,2
P0030,Product_P0030,Supplier_18,Food,West,2023-05-20,0,1.0,11,0.01,1.0,0.5,0.2,0,0,5,1.73,0.28,1
P0059,Product_P0059,Supplier_9,Home,North,2024-12-16,0,19.68,43,0.01,5.32,0.92,0.69,5,1,2,1.296,0.798,21
P0031,Product_P0031,Supplier_2,Food,South,2022-04-06,0,25.99,62,0.51,7.84,5.78,2.15,13,79,3,0.304,0.028,45
P0024,Product_P0024,Supplier_2,Food,East,2024-10-05,0,36.74,78,1.689,15.82,8.97,6.6,26,90,2,0.0,0.192,54
P0055,Product_P0055,Supplier_18,Health,West,2024-09-21,0,22.71,47,0.277,6.69,2.89,0.32,7,32,3,1.331,0.706,29
P0025,Product_P0025,Supplier_17,Electronics,Center,2023-01-22,0,40.53,77,1.5,16.04,10.03,5.77,23,125,3,0.0,0.152,62
P0008,Product_P0008,Supplier_9,Home,West,2022-12-25,0,8.0,28,0.01,1.0,0.5,0.2,0,22,3,1.975,0.687,10
P0030,Product_P0030,Supplier_8,Food,South,2023-01-02,0,1.0,23,0.01,1.0,0.5,0.2,0,0,3,1.373,0.294,1
P0036,Product_P0036,Supplier_2,Electronics,East,2024-08-31,0,22.0,46,0.426,7.14,3.22,1.37,4,55,4,1.006,0.141,39
P0050,Product_P0050,Supplier_2,Electronics,East,2024-09-24,0,24.88,51,0.363,12.8,3.76,1.3,11,75,4,1.404,0.795,37
P0014,Product_P0014,Supplier_5,Food,West,2023-01-31,0,23.71,42,0.423,12.44,4.92,1.69,6,45,3,1.148,0.82,26
P0029,Product_P0029,Supplier_12,Home,West,2023-12-13,0,1.0,12,0.01,1.0,0.5,0.2,0,0,2,0.817,0.413,1
P0027,Product_P0027,Supplier_16,Tools,West,2022-06-16,0,16.18,51,0.01,3.53,0.5,0.2,0,42,1,0.0,0.017,30
P0053,Product_P0053,Supplier_14,Tools,South,2023-07-17,0,2.55,31,0.01,1.0,0.5,0.2,0,0,2,2.441,0.231,1
P0050,Product_P0050,Supplier_20,Food,North,2025-04-13,0,24.99,62,0.534,12.19,3.55,1.07,13,89,5,0.672,0.0,45
P0036,Product_P0036,Supplier_2,Home,North,2022-07-10,0,21.55,51,0.287,8.53,4.0,1.02,11,55,2,0.435,0.017,36
P0060,Product_P0060,Supplier_8,Food,Center,2025-02-11,0,10.59,42,0.01,1.0,0.66,0.2,0,25,2,0.494,0.222,2
P0034,Product_P0034,Supplier_4,Clothing,South,2024-09-16,0,18.13,39,0.01,5.59,0.5,0.2,0,55,4,1.557,0.632,25
P0021,Product_P0021,Supplier_20,Tools,East,2025-03-12,0,9.47,26,0.01,1.0,0.5,0.2,0,0,3,0.192,0.393,15
P0038,Product_P0038,Supplier_9,Home,Center,2022-08-04,0,19.27,46,0.157,4.14,0.5,0.93,6,38,3,1.243,0.223,39
P0011,Product_P0011,Supplier_20,Home,East,2022-09-14,0,35.67,60,1.758,16.66,9.36,5.63,21,97,5,1.896,0.793,52
P0033,Product_P0033,Supplier_19,Clothing,East,2022-01-21,0,10.61,42,0.01,1.0,0.5,0.2,0,0,4,0.119,0.264,9
P0015,Product_P0015,Supplier_2,Tools,West,2024-05-19,0,34.17,43,1.205,15.76,6.89,4.88,23,80,3,2.5,1.254,45
P0012,Product_P0012,Supplier_16,Health,East,2024-02-12,0,17.36,44,0.01,1.0,0.5,0.51,0,78,3,0.401,0.311,23
P0024,Product_P0024,Supplier_11,Tools,East,2022-08-02,0,5.9,51,0.01,1.0,0.5,0.2,0,6,2,0.0,0.0,21
P0050,Product_P0050,Supplier_8,Tools,South,2024-08-07,0,19.14,42,0.037,3.68,3.58,1.94,4,90,4,0.682,0.531,28
P0037,Product_P0037,Supplier_12,Tools,West,2022-12-26,0,6.76,31,0.01,1.0,0.5,0.2,0,18,3,0.759,0.549,8
P0011,Product_P0011,Supplier_3,Food,West,2022-06-11,0,14.99,31,0.01,1.66,0.5,1.26,0,20,2,1.744,0.784,15
P0056,Product_P0056,Supplier_13,Tools,Center,2023-05-23,1,8.72,27,0.01,1.0,0.5,0.2,0,0,3,0.902,0.343,8
P0053,Product_P0053,Supplier_2,Home,West,2022-04-20,0,44.96,82,2.055,19.26,10.76,7.08,28,159,1,0.196,0.0,61
P0019,Product_P0019,Supplier_13,Food,North,2022-11-12,1,19.66,58,0.01,3.01,0.5,0.2,0,49,5,0.0,0.0,34
P0054,Product_P0054,Supplier_8,Clothing,South,2023-03-22,0,12.33,45,0.01,1.0,0.5,0.2,0,1,2,0.64,0.182,18
P0001,Product_P0001,Supplier_15,Clothing,Center,2024-10-19,0,21.54,53,0.33,2.88,0.72,1.13,3,22,3,0.0,0.0,39
P0017,Product_P0017,Supplier_9,Clothing,North,2024-08-09,0,16.2,40,0.01,7.28,1.93,0.6,1,105,3,0.108,0.408,27
P0040,Product_P0040,Supplier_11,Food,East,2023-06-16,0,17.54,44,0.282,2.57,1.14,0.2,2,42,3,1.476,0.276,32
P0055,Product_P0055,Supplier_3,Home,North,2024-05-19,0,33.52,55,1.045,12.27,7.8,5.39,16,90,3,2.081,1.11,48
P0016,Product_P0016,Supplier_7,Electronics,Center,2023-11-14,0,30.91,62,0.956,11.04,7.94,2.12,20,94,4,0.808,0.351,42
P0026,Product_P0026,Supplier_14,Food,West,2023-02-14,1,10.33,44,0.01,1.0,0.5,0.2,0,7,4,0.0,0.0,16
P0058,Product_P0058,Supplier_15,Electronics,South,2024-05-21,0,14.97,40,0.01,2.44,0.5,0.2,1,28,4,1.071,0.312,14
P0043,Product_P0043,Supplier_9,Food,Center,2024-03-31,0,20.97,49,0.22,6.85,1.97,1.51,6,73,5,1.61,0.887,26
P0059,Product_P0059,Supplier_20,Electronics,North,2024-01-13,0,1.0,17,0.01,1.0,0.5,0.2,0,0,2,0.0,0.049,1
P0051,Product_P0051,Supplier_11,Home,North,2024-01-12,0,3.22,24,0.01,1.0,0.5,0.2,0,0,3,0.0,0.0,6
P0056,Product_P0056,Supplier_7,Electronics,Center,2024-03-30,0,37.01,69,1.094,18.51,8.14,4.71,21,115,3,1.179,0.09,66
P0043,Product_P0043,Supplier_12,Tools,Center,2023-04-07,0,38.71,78,1.291,16.56,9.86,3.57,27,115,3,0.0,0.0,58
P0015,Product_P0015,Supplier_19,Clothing,Center,2024-11-08,0,19.86,52,0.23,7.64,0.84,0.82,0,72,5,1.081,0.575,23
P0008,Product_P0008,Supplier_18,Electronics,West,2022-07-14,0,25.82,59,0.955,4.9,4.92,2.85,10,101,3,0.265,0.297,42
P0030,Product_P0030,Supplier_13,Home,Center,2024-11-26,0,26.39,53,0.43,8.64,2.2,3.56,14,72,3,0.13,0.227,39
P0014,Product_P0014,Supplier_11,Health,East,2023-02-15,0,51.95,100,3.017,31.87,18.99,9.59,51,170,3,0.196,0.0,101
P0033,Product_P0033,Supplier_1,Tools,South,2022-05-31,0,33.83,75,1.274,12.46,5.46,4.83,21,77,1,0.202,0.235,43
P0042,Product_P0042,Supplier_6,Food,South,2023-12-22,1,18.73,55,0.384,4.83,1.84,1.69,9,51,3,2.148,0.252,27
P0007,Product_P0007,Supplier_2,Health,East,2023-03-28,0,8.15,38,0.01,1.0,0.5,0.2,0,5,3,0.0,0.0,7
P0018,Product_P0018,Supplier_13,Health,North,2024-09-05,0,4.99,18,0.01,1.0,0.5,0.2,0,0,3,2.224,0.706,1
P0012,Product_P0012,Supplier_13,Food,North,2023-06-01,0,21.93,55,0.241,5.28,0.95,1.49,8,47,4,0.48,0.081,33
P0002,Product_P0002,Supplier_19,Home,North,2024-03-13,0,11.45,25,0.01,1.0,0.87,0.2,0,2,2,0.397,0.31,18
P0050,Product_P0050,Supplier_9,Health,North,2023-01-05,0,3.49,28,0.01,1.0,0.5,0.2,0,0,3,1.468,0.45,1
P0029,Product_P0029,Supplier_19,Food,West,2022-09-09,0,8.55,45,0.01,1.0,0.5,0.2,0,0,3,0.0,0.0,10
P0021,Product_P0021,Supplier_1,Food,East,2023-04-11,0,1.0,41,0.01,1.0,0.5,0.2,0,0,4,0.0,0.0,23
P0007,Product_P0007,Supplier_8,Electronics,South,2023-12-30,0,37.0,79,1.601,16.25,9.29,4.4,21,107,3,0.0,0.0,65
P0052,Product_P0052,Supplier_14,Health,East,2024-02-28,0,34.02,58,1.649,15.94,7.06,4.92,19,130,4,1.341,0.149,50
P0027,Product_P0027,Supplier_16,Food,South,2023-11-25,0,18.84,50,0.081,3.41,2.82,0.68,0,28,4,0.0,0.092,24
P0012,Product_P0012,Supplier_4,Food,North,2025-03-31,0,43.87,70,2.113,19.9,11.3,7.55,34,152,4,2.804,1.057,62
P0020,Product_P0020,Supplier_18,Electronics,West,2024-04-09,0,18.26,51,0.334,3.4,1.57,0.41,1,53,2,0.041,0.0,31
P0057,Product_P0057,Supplier_14,Home,Center,2025-01-22,0,9.79,46,0.01,1.0,0.5,0.2,0,35,2,0.42,0.483,2
P0014,Product_P0014,Supplier_9,Health,Center,2022-05-22,0,43.96,71,1.888,17.84,10.28,6.12,29,166,3,1.901,0.848,57
P0010,Product_P0010,Supplier_15,Tools,North,2022-03-15,0,35.15,45,1.297,11.92,7.99,3.33,18,95,3,1.979,0.529,44
P0041,Product_P0041,Supplier_3,Home,North,2023-01-09,0,12.48,25,0.01,1.0,0.5,0.61,0,8,4,1.303,0.795,19
P0023,Product_P0023,Supplier_4,Food,East,2022-06-13,0,22.91,39,0.536,9.9,3.95,2.03,6,39,4,2.047,1.082,28
P0030,Product_P0030,Supplier_18,Electronics,West,2023-09-24,1,9.45,21,0.01,1.0,0.5,0.2,0,11,3,1.203,0.733,17
P0047,Product_P0047,Supplier_14,Tools,West,2023-09-15,0,3.45,34,0.01,1.0,0.5,0.2,0,0,2,0.784,0.569,1
P0058,Product_P0058,Supplier_15,Home,East,2023-11-22,0,32.11,66,1.558,17.26,10.57,4.22,25,115,4,1.207,0.749,47
P0031,Product_P0031,Supplier_8,Home,West,2024-06-13,0,39.4,85,1.735,19.53,10.34,7.32,34,149,2,0.105,0.063,72
P0052,Product_P0052,Supplier_10,Home,West,2025-03-11,0,1.0,31,0.01,1.0,0.5,0.2,0,0,2,0.334,0.045,11
P0056,Product_P0056,Supplier_12,Home,Center,2024-11-19,0,27.25,52,0.488,9.7,4.5,1.87,13,103,2,0.84,0.306,48
P0010,Product_P0010,Supplier_9,Electronics,West,2022-05-23,0,11.17,38,0.01,1.0,0.5,0.38,0,53,3,0.867,0.181,13
P0019,Product_P0019,Supplier_8,Clothing,North,2023-02-11,0,13.22,48,0.01,1.0,0.5,0.2,0,24,4,0.948,0.0,21
P0019,Product_P0019,Supplier_17,Health,Center,2022-11-03,0,16.55,33,0.028,1.93,1.13,0.2,0,49,3,1.089,0.662,16
P0044,Product_P0044,Supplier_9,Tools,North,2022-08-01,0,13.12,20,0.01,1.0,0.5,0.2,0,9,3,0.958,0.501,10
P0023,Product_P0023,Supplier_13,Home,North,2023-10-16,0,21.59,49,0.025,3.95,1.63,0.9,7,77,1,0.164,0.153,35
P0059,Product_P0059,Supplier_14,Electronics,East,2023-10-26,0,14.12,31,0.01,1.0,0.5,0.41,0,44,4,2.556,0.419,19
P0044,Product_P0044,Supplier_5,Food,West,2022-09-30,0,18.13,59,0.507,8.6,1.99,0.2,2,73,2,0.0,0.0,40
P0041,Product_P0041,Supplier_9,Health,West,2024-05-04,0,20.5,54,0.28,9.06,2.22,0.2,4,48,3,0.058,0.107,37
P0059,Product_P0059,Supplier_16,Home,West,2024-05-29,1,14.2,52,0.01,2.23,0.5,0.46,0,18,3,0.0,0.0,23
P0032,Product_P0032,Supplier_19,Home,West,2022-01-26,0,2.06,43,0.01,1.0,0.5,0.2,0,0,3,0.0,0.0,5
P0020,Product_P0020,Supplier_7,Clothing,Center,2023-04-20,0,12.54,47,0.01,1.0,0.5,0.2,0,20,3,0.53,0.13,20
P0004,Product_P0004,Supplier_12,Food,South,2024-12-04,1,27.39,55,0.785,11.76,5.91,2.09,18,117,3,0.0,0.256,54
P0033,Product_P0033,Supplier_2,Tools,North,2023-09-17,0,29.94,55,1.403,15.3,5.21,5.25,13,83,4,1.806,0.94,38
P0048,Product_P0048,Supplier_18,Clothing,South,2023-02-22,0,10.28,35,0.01,1.0,0.5,0.2,0,23,5,0.971,0.201,17
P0001,Product_P0001,Supplier_18,Food,South,2022-11-01,0,18.6,49,0.01,1.0,0.51,0.28,0,62,4,1.135,0.085,36
P0013,Product_P0013,Supplier_16,Health,South,2022-10-20,0,33.08,48,1.464,15.69,9.34,4.49,27,100,3,1.652,1.004,47
P0003,Product_P0003,Supplier_11,Electronics,Center,2022-04-30,0,2.93,15,0.01,1.0,0.5,0.2,0,5,3,1.141,0.751,1
P0012,Product_P0012,Supplier_2,Health,South,2024-09-07,0,30.42,53,0.868,7.22,5.66,4.71,15,25,3,0.123,0.619,33
P0029,Product_P0029,Supplier_14,Home,Center,2022-04-14,0,12.18,44,0.01,1.0,0.5,0.2,0,0,2,0.932,0.204,5
P0055,Product_P0055,Supplier_4,Food,East,2022-12-17,0,27.03,60,0.702,8.74,2.48,3.64,10,51,2,0.0,0.073,36
P0031,Product_P0031,Supplier_7,Clothing,East,2022-02-24,0,11.66,35,0.01,1.0,0.5,0.2,0,0,2,0.0,0.366,12
P0041,Product_P0041,Supplier_2,Tools,East,2024-07-26,0,3.41,14,0.01,1.0,0.5,0.2,0,0,4,1.579,0.888,1
P0036,Product_P0036,Supplier_14,Clothing,Center,2022-02-17,0,4.12,23,0.01,1.0,0.5,0.2,0,0,2,1.116,0.912,1
P0002,Product_P0002,Supplier_7,Home,Center,2023-01-05,0,26.46,45,0.61,7.36,4.35,2.79,7,75,5,1.851,0.903,28
P0022,Product_P0022,Supplier_9,Electronics,North,2023-11-19,0,21.94,55,0.346,3.23,3.92,1.51,11,70,4,0.792,0.416,28
P0022,Product_P0022,Supplier_8,Tools,South,2023-05-07,0,4.76,39,0.01,1.0,0.5,0.2,0,0,3,0.113,0.0,17
P0041,Product_P0041,Supplier_9,Tools,West,2022-12-05,0,28.42,66,0.988,12.88,4.3,3.68,19,59,3,0.864,0.215,49
P0031,Product_P0031,Supplier_7,Home,West,2022-11-27,0,1.0,26,0.01,1.0,0.5,0.2,0,0,2,0.0,0.0,3
P0052,Product_P0052,Supplier_19,Health,South,2024-08-15,0,21.03,54,0.52,5.23,2.63,0.2,4,37,3,1.521,0.53,31
P0056,Product_P0056,Supplier_17,Home,West,2025-03-14,0,3.54,32,0.01,1.0,0.5,0.2,0,0,4,1.109,0.275,1
P0045,Product_P0045,Supplier_13,Tools,West,2023-02-22,0,11.82,40,0.01,1.0,0.5,0.2,0,32,2,0.434,0.0,16
P0014,Product_P0014,Supplier_11,Electronics,West,2022-02-16,1,14.78,69,0.029,1.0,1.18,0.2,0,65,1,0.0,0.0,41
P0029,Product_P0029,Supplier_18,Tools,Center,2022-02-13,0,11.72,29,0.01,1.0,0.5,0.2,0,43,4,0.31,0.493,17
P0035,Product_P0035,Supplier_17,Home,Center,2024-06-30,1,13.5,44,0.01,1.0,1.48,0.21,0,29,3,0.394,0.0,14
P0050,Product_P0050,Supplier_16,Tools,Center,2023-10-25,0,28.01,64,0.822,9.47,6.03,2.0,10,102,2,0.0,0.0,51
P0009,Product_P0009,Supplier_10,Home,South,2024-07-29,1,5.62,56,0.01,1.0,0.5,0.2,0,21,2,0.0,0.0,20
P0047,Product_P0047,Supplier_4,Electronics,East,2024-04-16,0,28.26,72,1.085,12.86,5.76,3.75,12,79,2,0.0,0.213,44
P0054,Product_P0054,Supplier_4,Food,West,2024-12-25,0,14.45,34,0.01,1.0,0.5,0.2,0,33,3,2.128,1.035,1
P0032,Product_P0032,Supplier_11,Clothing,North,2024-11-28,0,28.57,59,0.778,13.82,5.82,4.61,18,98,3,1.4,0.793,41
P0059,Product_P0059,Supplier_8,Home,Center,2024-08-03,1,34.98,74,1.496,18.41,8.65,4.49,15,136,3,0.763,0.059,55
P0056,Product_P0056,Supplier_9,Electronics,North,2023-07-25,0,1.0,11,0.01,1.0,0.5,0.2,0,0,2,0.0,0.365,1
P0027,Product_P0027,Supplier_16,Food,West,2023-01-05,0,12.8,27,0.01,1.0,0.89,0.2,0,41,2,1.348,0.086,12
P0010,Product_P0010,Supplier_10,Electronics,East,2023-09-01,0,23.53,73,0.222,7.84,3.78,2.43,11,74,2,0.0,0.0,43
P0025,Product_P0025,Supplier_9,Health,North,2023-08-26,0,18.28,48,0.01,1.96,2.76,1.24,6,13,3,1.304,0.272,27
P0049,Product_P0049,Supplier_3,Tools,West,2024-01-03,0,27.55,51,0.833,10.83,4.25,2.25,11,105,3,1.982,0.65,32
P0045,Product_P0045,Supplier_2,Home,West,2022-08-12,1,16.46,43,0.01,5.74,0.5,0.2,2,13,5,1.515,0.67,14
P0033,Product_P0033,Supplier_9,Food,Center,2024-02-26,0,22.54,47,0.259,6.2,0.72,1.46,4,78,3,1.013,0.0,25
P0011,Product_P0011,Supplier_13,Food,East,2023-07-02,0,18.44,50,0.227,7.22,0.5,0.42,0,38,1,0.664,0.042,31
P0037,Product_P0037,Supplier_6,Home,West,2024-01-15,0,33.03,71,1.237,9.71,7.42,4.21,15,123,3,0.0,0.326,37
P0009,Product_P0009,Supplier_4,Tools,East,2022-10-15,0,19.19,60,0.106,3.24,2.29,0.89,2,77,3,0.238,0.098,33
P0007,Product_P0007,Supplier_14,Tools,Center,2023-06-06,0,23.1,56,0.427,9.0,4.55,1.48,12,73,2,0.0,0.0,42
P0007,Product_P0007,Supplier_11,Health,North,2022-09-10,0,15.81,35,0.01,2.89,0.6,1.68,0,43,2,0.491,0.096,16
P0034,Product_P0034,Supplier_2,Clothing,South,2024-11-16,0,14.91,39,0.01,5.37,0.5,0.2,2,43,3,0.589,0.034,27
P0019,Product_P0019,Supplier_3,Home,South,2023-08-09,0,12.94,51,0.01,1.0,1.45,0.2,0,0,3,0.0,0.174,27
P0020,Product_P0020,Supplier_5,Electronics,South,2022-09-27,0,28.46,51,1.09,9.11,5.65,2.98,15,86,2,1.856,0.566,21
P0050,Product_P0050,Supplier_7,Home,East,2022-02-19,0,15.28,48,0.01,1.0,0.97,0.2,2,4,2,0.447,0.093,20
P0042,Product_P0042,Supplier_11,Home,South,2024-03-21,0,21.63,49,0.424,4.21,2.94,1.6,8,68,3,0.632,0.396,23
P0025,Product_P0025,Supplier_12,Home,North,2022-09-15,0,45.26,86,2.365,18.0,12.33,5.96,34,124,3,0.037,0.0,71
P0005,Product_P0005,Supplier_11,Clothing,West,2025-04-02,0,21.67,70,0.451,9.55,4.56,2.03,10,47,2,0.0,0.0,48
P0048,Product_P0048,Supplier_19,Electronics,East,2023-10-03,0,19.11,45,0.38,5.73,1.68,1.88,3,74,3,0.92,0.483,11
P0029,Product_P0029,Supplier_13,Home,North,2022-12-13,0,37.65,67,1.574,16.66,6.06,5.6,31,139,2,0.797,0.182,65
P0055,Product_P0055,Supplier_4,Clothing,East,2024-02-29,0,13.33,48,0.01,1.0,0.5,0.2,0,27,2,0.017,0.025,24
P0027,Product_P0027,Supplier_14,Home,East,2022-11-27,0,1.0,23,0.01,1.0,0.5,0.2,0,0,3,0.968,0.02,1
P0025,Product_P0025,Supplier_12,Electronics,East,2024-09-11,0,7.72,35,0.01,1.0,0.5,0.2,0,0,3,0.363,0.513,16
P0037,Product_P0037,Supplier_2,Electronics,Center,2023-01-05,0,1.0,27,0.01,1.0,0.5,0.2,0,0,1,0.0,0.0,1
P0015,Product_P0015,Supplier_8,Electronics,West,2025-03-31,0,14.17,41,0.01,1.0,0.5,0.2,3,14,2,0.0,0.0,17
P0054,Product_P0054,Supplier_19,Food,South,2023-12-28,0,21.72,47,0.382,4.41,2.18,1.42,2,78,2,0.92,0.444,19
P0048,Product_P0048,Supplier_13,Clothing,Center,2024-10-10,0,35.64,79,1.311,16.21,9.37,4.53,23,117,3,0.0,0.0,74
P0004,Product_P0004,Supplier_1,Electronics,West,2022-03-29,0,25.96,52,1.026,6.86,4.48,1.84,7,61,3,0.787,0.329,39
P0014,Product_P0014,Supplier_5,Home,South,2023-02-22,0,12.42,50,0.01,3.77,0.73,0.2,0,26,1,0.0,0.0,29
P0056,Product_P0056,Supplier_11,Home,Center,2024-06-03,0,30.7,57,1.173,11.01,6.53,4.2,15,84,4,0.574,0.428,45
P0049,Product_P0049,Supplier_11,Clothing,Center,2024-02-26,0,1.0,5,0.01,1.0,0.5,0.2,0,0,2,0.535,0.157,1
P0017,Product_P0017,Supplier_13,Tools,North,2022-08-22,0,16.48,56,0.01,1.0,1.26,0.2,3,36,4,0.0,0.0,33
P0021,Product_P0021,Supplier_2,Tools,Center,2023-03-04,0,35.65,59,1.049,13.2,6.07,4.89,18,109,3,1.468,0.729,46
P0016,Product_P0016,Supplier_19,Home,East,2022-11-13,0,1.0,22,0.01,1.0,0.5,0.2,0,0,2,0.0,0.088,1
P0026,Product_P0026,Supplier_16,Electronics,Center,2024-01-07,0,32.86,71,0.791,9.83,7.26,3.48,18,85,2,0.0,0.0,48
P0009,Product_P0009,Supplier_5,Food,East,2023-02-18,0,25.04,64,0.529,10.45,4.14,3.36,7,66,3,0.627,0.282,36
P0002,Product_P0002,Supplier_14,Food,West,2023-01-06,1,17.06,44,0.109,5.08,0.56,0.2,11,49,3,0.815,0.0,23
P0043,Product_P0043,Supplier_19,Health,West,2022-09-06,0,24.53,72,0.535,8.18,2.0,0.82,9,63,3,0.0,0.0,43
P0015,Product_P0015,Supplier_5,Electronics,East,2023-05-06,0,48.83,88,2.177,26.01,14.18,8.08,30,173,5,1.072,0.235,67
